62000, 28.9, 9.38, 24.15, 0.03, 0.04, 0.45, 0.03, 
63000, 29.84, 9.68, 24.96, 0.03, 0.04, 0.48, 0.04, 
64000, 30.79, 9.98, 25.81, 0.02, 0.04, 0.49, 0.04, 
65000, 31.78, 10.29, 26.64, 0.03, 0.04, 0.49, 0.04, 
66000, 32.77, 10.61, 27.54, 0.02, 0.04, 0.5, 0.04, 
67000, 33.75, 10.93, 28.42, 0.03, 0.04, 0.5, 0.04, 
68000, 34.77, 11.27, 29.32, 0.02, 0.05, 0.5, 0.04, 
69000, 35.82, 11.6, 30.24, 0.03, 0.04, 0.52, 0.04, 
70000, 36.84, 11.94, 31.15, 0.03, 0.05, 0.53, 0.04, 
71000, 37.89, 12.29, 32.11, 0.03, 0.04, 0.54, 0.04, 
72000, 38.97, 12.64, 33.11, 0.03, 0.04, 0.54, 0.05, 
73000, 40.08, 12.99, 34.09, 0.03, 0.04, 0.55, 0.04, 
74000, 41.16, 13.34, 35.12, 0.03, 0.04, 0.56, 0.04, 
75000, 42.31, 13.71, 36.13, 0.04, 0.05, 0.57, 0.04, 
76000, 43.44, 14.07, 37.38, 0.03, 0.05, 0.57, 0.04, 
77000, 44.57, 14.45, 38.28, 0.04, 0.05, 0.59, 0.04, 
78000, 45.76, 14.82, 39.33, 0.03, 0.05, 0.65, 0.05, 
79000, 46.93, 15.2, 40.43, 0.03, 0.05, 0.66, 0.05, 
80000, 48.15, 15.59, 41.54, 0.04, 0.05, 0.67, 0.05, 
81000, 49.35, 16, 42.73, 0.03, 0.06, 0.67, 0.05, 
82000, 50.56, 16.38, 43.88, 0.03, 0.05, 0.66, 0.05, 
83000, 51.81, 16.78, 45.24, 0.03, 0.05, 0.66, 0.06, 
84000, 53.04, 17.19, 46.37, 0.03, 0.06, 0.67, 0.06, 
85000, 54.31, 17.61, 47.49, 0.03, 0.06, 0.66, 0.06, 
86000, 55.57, 18.02, 48.66, 0.03, 0.06, 0.67, 0.05, 
87000, 56.89, 18.45, 49.88, 0.04, 0.05, 0.7, 0.06, 
88000, 58.19, 18.86, 51.32, 0.05, 0.06, 0.66, 0.06, 
89000, 59.53, 19.29, 52.42, 0.05, 0.06, 0.7, 0.06, 
90000, 60.89, 19.74, 53.72, 0.04, 0.06, 0.69, 0.05, 
91000, 62.29, 20.19, 55.52, 0.04, 0.06, 0.72, 0.06, 
92000, 63.68, 20.64, 57.14, 0.04, 0.06, 0.74, 0.05, 
93000, 65.35, 21.08, 57.88, 0.04, 0.06, 0.74, 0.06, 
94000, 66.41, 21.53, 59.1, 0.04, 0.06, 0.78, 0.06, 
95000, 67.87, 22, 57.61, 0.04, 0.06, 0.78, 0.06, 
96000, 69.3, 22.45, 63.02, 0.04, 0.07, 0.79, 0.07, 
97000, 70.76, 22.92, 63.35, 0.04, 0.07, 0.8, 0.07, 
98000, 72.23, 23.41, 64.97, 0.05, 0.06, 0.81, 0.06, 
99000, 73.73, 23.9, 66.98, 0.04, 0.07, 0.84, 0.06, 
100000, 75.28, 24.37, 67.89, 0.04, 0.07, 0.85, 0.06, 
101000, 76.77, 24.88, 63.09, 0.04, 0.07, 0.82, 0.07, 
102000, 78.27, 25.36, 70.82, 0.05, 0.06, 0.86, 0.06, 
103000, 79.8, 25.85, 72.31, 0.04, 0.06, 0.86, 0.06, 
104000, 81.41, 26.34, 74.81, 0.06, 0.07, 0.86, 0.06, 
105000, 82.98, 26.88, 77.1, 0.05, 0.07, 0.9, 0.06, 
106000, 84.57, 27.37, 77.34, 0.05, 0.07, 0.85, 0.07, 
107000, 86.19, 27.89, 79.43, 0.05, 0.07, 0.89, 0.07, 
108000, 87.81, 28.43, 80.55, 0.05, 0.07, 0.91, 0.07, 
109000, 89.45, 28.93, 82.94, 0.05, 0.07, 0.88, 0.07, 
110000, 91.08, 29.5, 83.74, 0.06, 0.07, 0.88, 0.07, 
111000, 93.05, 30.02, 84.57, 0.05, 0.07, 0.91, 0.07, 
112000, 94.46, 30.58, 87.91, 0.05, 0.08, 0.89, 0.08, 
113000, 96.19, 31.11, 89.17, 0.05, 0.08, 0.91, 0.07, 
114000, 97.89, 31.68, 90.86, 0.06, 0.08, 0.9, 0.08, 
115000, 99.56, 32.25, 92.94, 0.05, 0.08, 0.91, 0.08, 
116000, 101.31, 32.78, 96.88, 0.07, 0.08, 0.9, 0.07, 
117000, 103.04, 33.38, 97.38, 0.05, 0.07, 0.92, 0.08, 
118000, 104.89, 33.94, 98.66, 0.05, 0.08, 0.93, 0.08, 
119000, 106.57, 34.53, 100.83, 0.06, 0.07, 0.93, 0.07, 
120000, 108.39, 35.1, 88.62, 0.05, 0.08, 0.95, 0.08, 
121000, 110.23, 35.68, 104.56, 0.06, 0.08, 0.98, 0.07, 
122000, 112.02, 36.28, 106.44, 0.06, 0.08, 0.98, 0.08, 
123000, 113.91, 36.88, 109.26, 0.06, 0.08, 0.97, 0.08, 
124000, 115.79, 37.48, 99.74, 0.07, 0.08, 1.03, 0.08, 
125000, 117.59, 38.09, 114.03, 0.06, 0.09, 1.04, 0.07, 
126000, 119.45, 38.71, 115.15, 0.06, 0.08, 1.05, 0.09, 
127000, 121.4, 39.32, 116.31, 0.06, 0.08, 1.05, 0.09, 
128000, 123.26, 39.96, 120.65, 0.06, 0.08, 1.03, 0.08, 
129000, 125.26, 40.59, 119.82, 0.06, 0.08, 1.07, 0.08, 
130000, 127.18, 41.2, 123.47, 0.06, 0.09, 1.09, 0.08, 
131000, 129.54, 42.05, 125.98, 0.06, 0.08, 1.07, 0.08, 
132000, 131.59, 43.22, 129.04, 0.05, 0.08, 1.07, 0.09, 
